,level_0,index,lemmatized,label
1820,683,478,ever think snatch always think technique shit relate,crossfit
1821,684,1099,recently moved brooklyn hoping near cf box unfortunately closest train ride min bike ride ideal cf community interest plan open box dumbo brooklyn height,crossfit
1822,685,240,recommendation hand grip folk trying improve bar work beginner cf cf month improved several area still struggle much bar work feel made progress continue need significant modification point feel getting area give bar work hand sweat pain blister etc improve pull ups b etc chalk help somewhat still struggle hang bar order anything part hand needing toughen part grip strength best way describe someone strapped hand bar bar softer home pull bar feel able lot friend recommended hand grip see advanced athlete use sure start recs,crossfit
1823,686,994,hey guy reading post wanted genuinely ask thing someone involved strength sport truly mean disrespect actually interested answer thank people believing high rep olympic lift even top olympic lifting gold medalist nonsensical people ok joining box trained someone whose certification took hour regarding first question injury thing reflecting poorly hobby top priority fix gained kipping pullups correct wrong many people seem feel good however given use highly complex movement especially rep range used combine regular weight training sprinting reiterate poking fun hobby work crowd thus best mean finding ters think thing ask community,crossfit
1824,687,225,insomniac trying hard decent sleep eight day last night another terrible way tired yesterday wod pushed thru today wod look good desperately completely wrecked exhausted proper stimulus sure incredibly frustrating insomnia come go definitely hear vengeance right away,crossfit
1825,688,1200,title implies question egg white consumed raw watched video someone mixed post workout shake boost protein lead second question need g protein post workout curio people thought thank advance kindness edit mg g,crossfit
1826,689,1442,new tried protection hand pull ups muscle etc went horribly grip super slippery could use even chalk asking help choose gymnastic grip online brand recommend feature must thank,crossfit
1827,690,1211,used using concept rower seen nordic track make good looking machine spend rower amazon academy plenty cheap rower afraid last long take much space recommendation appreciated,crossfit
1828,691,106,extra code using signed open coupon code wife wanted pair shoe let use code since register open something need sweet discount make worth mind let want part beloved coupon code,crossfit
1829,692,1121,mind brag real quick couple year finally finished metcon rx else class workout feature favorite movement deadlifts assault bike multiple set record slowest set final score well slowest set turned tout fastest class sorry come smug shitty someone consistently finish next last feel good finally beat class,crossfit
1830,693,80,good morning guy recommendation sturdy reliable sandbag please one tear throw sand first drop thank advance,crossfit
1831,694,1296,sorry patting back post super excited many people share understand context since july almost year near fit way fitter started still getting better every day dt history aug dec apr coming cold today pr able hold onto round every fact first two round rested felt slow round dl hpc pj ub mixed grip dl save grip jumped back dl quickly pj rested hpc dt probably favorite named workout sure maybe first remember maybe first workout able cycle hpc clue went morning pr went beyond still pumped listening guess going heavier next time,crossfit
1832,695,316,professor university ottawa active ter research people share prediction future performance research conducting study understand ters predict performance open competed open familiar event link short lt minute study expectation performance open asked question maintain anonymity compensation participating completed response donate wounded warrior canada find information study happen data consent form beginning study thank participating join study follow link study hosted research account university alberta completed phd,crossfit
1833,696,756,using heart rate monitor myzone heart rate spike easily peak make exhausted quickly question take easy usually time cap max rep feel time week overtraining helping progressing,crossfit
1834,697,98,professor analytics mediocre ter thinking summer project considering deeper analysis leaderboard data workout day affiliate location something along line creating book analyzing baseball data r able find recent resource around accessing data kind api exist api access web scraping something selenium frowned able locate robot txt file first attempt something fun summer project could ideally build framework share others work,crossfit
1835,698,481,totally new concept trained gym around year however suffer rare blood cancer immunotherapy treatment typically quite tired day still force gym try keep fit circulation going around suffer badly pin needle resting wondering personal experience something could cope full blast moment moment leave acceptable able pace expected hit certain target etc,crossfit
1836,699,1116,still novice ter joined past summer making great progress cut weight bit lean hourlong warm wod cool session x week realized keep appetite increased caloric intake help strength performance well reference yo female lb goal weight somewhere lb tried cutting continuing worked v,crossfit
1837,700,168,much year cf feel small victory towards end burpees ups pull ups often rep reach chin bar shuttle run shuttle jog persisted consistent pace entire duration reached new pr thruster next year join open real,crossfit
1838,701,87,might gotten hit rack rep two next time,crossfit
1839,702,1049,cross fitter always kept decent shape recently took extremely demanding job heck time finding time energy workout begets lack energy bought assault bike yay started min warm cal sprint min min cool garage say hat people bike sadistic ever shape thought anyway came ask suggestion short workout min max effort keeping mind knocking serious cobweb opinion current oh method advance,crossfit
1840,703,1290,middle aged wisdom lower back injury took time covid considering coming back however lower back issue probably herniated disc mild knee pain people resolved sport med physician said call retirement laughed course said either aiming long term health,crossfit
1841,704,1480,overall love kipping pull ups seem ridiculous starter perfectly fine static pull ups perfectly fine understand point kipping pull pull rep motion seems incredibly destructive shoulder especially dropping motion swing supposed better static pull known several former ters told weary kipping pull ups ended destroying shoulder,crossfit
1842,705,855,whole cf train open past six year trying gauge temperature room view poll,crossfit
1843,706,635,instructor local box trying come alternative fun team wod team working resting instead rep attendee earn point elite gym year old overweight etc lot people year know movement barbell focused wod men rx start lb earn certain number point add lb barbell earn certain number point add another lb way lb europe use kilo weight conversion correct point weight time add weight done last weight point need medball ups burpees bar pull ups total time earn point chose barbell movement movement used weight power clean weight use another weight atleast earn point point movement deadlift front squat back squat power clean front lunge back lunge oh squat oh lunge power snatch full clean power clean oh thruster full snatch full clean oh cluster lb earn point chose deadlifts power clean oh squat thruster cluster etc thruster point rep another thruster point movement movement used another weight chosed oh squat power snatch position power snatch could earn point mean use power snatch another weight using rack allowed people start progress weight feel comfortable easiest weight could starting lb progress lb step total lb workout make sense think fun aiming minute time cap think people could finish agree amount point movement considered removing movement make bit comprehensible sure perhaps squat lunge bonus question movement use weight,crossfit
1844,707,493,always keep eye cf account notorious posting content similar pop open saying repeat done push ups min amrap deadlifts push ups box jump,crossfit
1845,708,763,frustrated started december solid groove take break two week caught covid recovered good grind another week come strep flu viciously sick week mentally physically handle sick feel losing progress basically taken month away box,crossfit
1846,709,207,despite year noticed gen z rarely present box frequent behind trend failing attract younger generation,crossfit
1847,710,302,footballer knowlege assault biikes best currently injured assault bike way keep cardiovascular fitness set think probably build anaerobic fitness fairly well transfer sport better workout wondering right type assault bike workout rpm aiming considered good cheer help,crossfit
1848,711,1248,hello going training pretty hard since early time never scaled back training time took break big stressor working state sick wedding etc minor injury never gave time heal compounded right trying rehab patella tendinitis right knee possible strain small tear left glute med work pt saying want take least week competition training following hwpo flagship couple week wanting limit squat parallel something strength find vague example full template recommendation access traditional gym setup thinking maybe bodybuilding cycle keep conditioning lose much engine whole goal reduce total stress system course avoid stack program idea appreciated,crossfit
1849,712,963,box switched speal programming comptrain couple week ago think hope may picked weird time switch supposedly deload week programming feel bodybuilding experience speal thought opinion might share u le familiar,crossfit
1850,713,261,much game seen bit piece youtube find impressive stadium area watch ticket available tia,crossfit
1851,714,538,finally access box week time start training seriously see choose,crossfit
1852,715,1431,new sub new couple month looking suggestion jump rope double unders essential equipment suggestion greatly appreciated,crossfit
1853,716,613,looking experience switching affiliate programming pro con smooth switch,crossfit
1854,717,130,good tip week pull ups thought ask pull bar set hallway wondering folk tip could work towards first toe bar anything used helped annoyingly low kipping make sense jumping pull height supplement time per week,crossfit
1855,718,693,considering entering type club affiliation competition think reasonably decent shape could well guy event routine x week something resolve exercise smaller part better event time sprint dumbbell thruster burpees ohps bw squat kb swing sprint finish currently follow sb strength program day week cardio mark twight wod type workout,crossfit
1856,719,1336,dani highest amount instagram follower someone game average th spot subscription service exclusive instagram content pic overwhelmingly shot undressed thong video thumbnail capped butt full view let u pretend posting anything remotely intriguing motivational making living athlete making living model,crossfit
1857,720,868,lb working pt nine month resistance training however permanent hip issue mean deadlifts squat make sense advised without perfect form enough movement make exercise worthwhile question worth trying pretty squat deadlift heavy,crossfit
1858,721,813,hallo allemaal graag zou ik willen weten onze work eigenlijk wel onder valt en zo niet waar valt het dan wel onder met collega doen wekelijks de volgende routine inverted row tricep dip push ups set van dit onze warming terwijl naar de training site wandelen min reverse grip push ups leg raise superman bicycle crunch squad standing hamstring stretch dit doen verdeeld set tot uur hierna joggen zo n km terug tot min en eindigen met inverted row tricep dip ik stel de vraag omdat zelf niet goed weten waar deze work onder valt vooral omdat rustig de tijd nemen voor onze oefeningen ik hoorde dat de intensiteit bij hoger ligt en buiten gewichtsvesten en bankjes onderweg geen extra equipment gebruiken,crossfit
1859,722,565,thinking subscribing hwpo app flagship program site say workout week wondering possible workout week th day week week worth training week time app erase workout new week start since day week workout,crossfit
1860,723,689,hey guy starting past year see sled push pull traditional workout arena love sledding actually created product go trailer hitch vehicle allows push accepting pre order give discount something use sled connect,crossfit
1861,724,1104,ok best way better thing calorie feel forever hell people short time span best way better thing work sprint long grind,crossfit
1862,725,1260,olympic lift due shoulder injury get agitated squat press deadlift bench fine still wod style workout strength hypertrophy oriented program wod site without olympic lift still focused building basic functional strength conditioning,crossfit
1863,726,990,spew viewpoint rather hear opinion first lmk need add clarification,crossfit
1864,727,1345,stumbled upon post two year ago thought data interesting amp back box amp stay home said middle first big covid peak wondering skewed result fear uncertainty etc today back normal think still people home people practicing home biggest pro con,crossfit
1865,728,139,crossroad currently place qualifying threshold redo see bigger lift hit lb failed lb solid part going need performance part hit think jump place shoe either going sell,crossfit
1866,729,856,pound wondering good way develop muscle lose fat currently high protein calorie deficit understand diet crucial part weight loss wondering newbie help start lift weight leaner stronger newbie weightlifting love started lifting regualry good supervision,crossfit
1867,730,900,since starting year ago increasing knee crepitus pretty loud put hand knee easy feel side worse right pain lately felt bit stiffness knee notable jumping rope going stair else dealt idea,crossfit
1868,731,129,okay may sound bit ridiculous thing went f class could finish even cardio weight completely wiped halfway class enjoy something id every day recommend building membership never physically exhausted,crossfit
1869,732,523,cf year lift gotten stronger able gymnastics always good cardio feel many gymnastics skill wary hspu butterfly anything sort stuck scaled rx athlete ask partner rx comp level consistency gymnastics kid genetics see many ters seemingly killing many impressive skill feel stuck right working diet removing processed food junk working gymnastics skill practice slow small gain see people handstand walking legless rope climb peg board killing hspu nbd person several year cf serious doubt could ever point,crossfit
1870,733,802,ever competed scaled division either individual team wodapalooza curious hear experience anything liked feel ready definitely bit nervous tip advice greatly appreciated,crossfit
1871,734,1438,long context please bear feel answer year cf hear community spent cf career training day per week average around athlete nothing write home beginning started wendler program x week added weighted pull ups fifth movement short metcon finisher upper body day year half started putting number excited dl b bp ohp c amp j snatch improved dramatically despite minimal technique work start june year challenge went back normal cf programming x week usually rx metcons day usually longer run row basically active recovery best cardiovascular shape life without losing strength gain brings two week ago reason outside control return working x week hand honest nice le sore consistent energy throughout day even day work whoop consistently hitting green recovery score hand worried going lose gain worked hard inevitable return x week way program push x week keep progressing least regress love hear thought guru,crossfit
1872,735,1035,register open rx decent result requirement minimum snatch c amp j gymnastics movement something,crossfit
1873,736,67,train standard functional gym equipment kettlebells air bike rower db bb start emoms amraps finish workout someone suggest great app generates workout personally use willing pay buck month app solid,crossfit
1874,737,658,yo never lifted joined local gym muscle overweight used long distance runner walked planet fitness day machine went right back front desk canceled st year still running weight loss time week started going cf time week gave ld running last winter focusing getting thru wods increasing endurance workout time allotted slowly increased day almost year later time week work various move strength training still focusing endurance muscle cardio december saturday lb challenge going showed workout energy seeing cheering motivated decided give real try hopefully december biggest problem past working programmed extra credit heavy low rep take long old body recover next workout suffer injured never rep maxed anything yet working cardio endurance fior next couple week primarily prepare week long snowboarding trip plan set rm baseline looking advice maybe seasoned athlete suggestion auxiliary work might come handy etc,crossfit
1875,738,852,getting grind kind recently starting last summer pretty consistent better apps tell goal give notification push reach recommends product video reach goal apps,crossfit
1876,739,901,open workout tomorrow amrap db thruster b dus looking paper look bad going sneak somewhere tip advice tackle,crossfit
1877,740,132,hey intermediate level ter whose primary goal looking good fun learning new thing addition garage gym buddy train night week top usual day much training friendship worked couple program far week power undulating period week hypertrophy power program recently ryan humiston week garage program hypertrophy buddy like mini wods power lift recommend program tick box pretty good gym setup non standard bumper ceiling little low say box jump,crossfit
1878,741,713,opinion favorite brand one affordable brand famous one tyr pvrn bull etc wanted see else,crossfit
1879,742,1197,north texas majority box around follow basic class flow warm strength met con optional core specific amp x b teach following class flow introduction warm workout day could strength fran k run cooldown amp x b class flow timeline box,crossfit
1880,743,727,theragun user experiencing blank home page accompanying io app happening ipad iphone tried deleting app avail,crossfit
1881,744,118,chatted nearby box good feel lead trainer sense community shared goal build strength increase stamen overall wellness expressed concern protecting body previous injury rehabbed spouse shared well definitely focused form intensity rep moment made progress support thing jump back exercise without mod exercise currently mod point adult life able make great progress self led workout modified paleo lifestyle dairy legume within year life happened hit u hard back square advice someone best shape yet want make healthy sustainable progress,crossfit
1882,745,691,pioneer make rogue belt description sizing mention pioneer wanted double check,crossfit
1883,746,409,since around ultimate goal suck game keep going willing give football game ice cream normal teenage thing x week hockey x week hockey track everyday continue track x week drive start open gym instead class anything else reach goal,crossfit
1884,747,298,sneaker nike metcon absolutely love however hard plastic base make hard feel rope foot catch get clunky run sneaker guy suggest better ability area plan putting gym bag able switch needed,crossfit
1885,748,712,stuck question please check box apply submission ring muscle ups correct last wall walk rep finishing rep shoulder overhead rep locking yet fill tell incorrect wrong driving insanse filling stuff random,crossfit
1886,749,886,struggling figuring meal timing usually workout around ish sauna drive time included trying eat three meal plus snack per day guess problem good amount time meal done eating couple hour bed could share provide insight great,crossfit
1887,750,1020,considering buying echo bike wife use home read bike best short people read current model modified fix issue better adjustment weigh buy new echo okay ride assault bike,crossfit
1888,751,892,echo bike day ago c rower hiit kick as expected initially planning keeping today gave li session whirl echo bike seems totally doable thinking selling rower initially planned keep li seems longer session echo totally doable missing anything might justify keeping rower,crossfit
1889,752,942,vlogging brain tumour recovery since diagnosis august recently split fitness recovery separate video series prior diagnosis avid ter box every day possible week physical rehab able something resembling first time buzzing thought share wait hand barbell fitness chonk day christmas brain tumour edition,crossfit
1890,753,50,obviously advantage specific body type different type movement set standard specifically give advantage type another see tape mark shoulder could cross rower put hand ear start wall walk another athlete get start push position make entirely different movement,crossfit
1891,754,1281,hey vasectomy coming week genius confused googling training recovery love hear people competitive gone time beginning run bike lift heavy super varied site site doctor think body building think able set lose stamen strength ease back without hurting tip appreciated,crossfit
1892,755,1080,equipment essential equipment thought could live without wish earlier,crossfit
1893,756,954,year feeling could goal weight strong enough athlete swallowed fear insecurity excuse holding back top extra difficult boot camp style christmas workout round proud even coach said impressed beginner hard glad stronger thought immediately felt comfortable coach people class sweating hard cared exercise scaled say overweight strong think fit find box say knowing workout every previous workout joke comparison wait monday back scream world lifted barbell,crossfit
1894,757,838,looking grip pull ups toe bar etc woman small hand,crossfit
1895,758,5,hey friend mine raving made curious context year old male kg going gym year looking fitter stronger firstly many day week recommend secondly airline fracture ankle january wore brace month recently took thing normally think put much weight yet okay join focus upper body first month best wait back finally suggestion advice beginner,crossfit
1896,759,1096,openai designed week training program look brutal long post four week week thought willing follow ai programming monday warm minute light cardio dynamic stretching strength set rep bench press squat deadlifts metcon cindy many round possible minute pull ups push ups air squat wednesday warm minute jumping jack high knee butt kick strength set rep overhead press lunge kettlebell swing metcon fight gone bad round minute wall ball sumo deadlift high pull box jump push press row calorie friday warm minute skipping jumping jack lateral shuffle strength set rep bench press back squat bent row metcon angie time complete pull ups push ups sit ups squat saturday warm minute jumping jack high knee butt kick metcon helen round meter run kettlebell swing pull ups,crossfit
1897,760,291,ranking box based member game suggestion determine box join live box within eyesight ask looking something help decide join big difference us proven prvn workout window standard wods window month cheaper hoping box ranking might help tie breaker,crossfit
1898,761,1180,including song jesus walk college dropout wire college dropout gold digger late registration diamond sierra leone late registration stronger graduation flashing light graduation tell nothing graduation power beautiful dark twisted fantasy monster beautiful dark twisted fantasy ni paris watch throne church wild watch throne clique cruel summer god yeezus new slave yeezus,crossfit
1899,762,1354,hello recently started going gym thought getting hybrid weightlifting shoe help better mainly gym barbell row squat bench press lifting weightlifting shoe hybrid one thinking getting legacy lifter ii weightlifting shoe nano x metcon hybrid workout shoe better shoe let,crossfit
1900,763,490,student often struggle make end meet provide live european country biggest challenge face affording nutritious food regular exercise afford eat healthy meal money join gym significant impact life greatly appreciate help form donation improve situation support afford eat healthy food start going gym benefit help perform better study give confidence everyday life thank considering request every little bit help grateful support interested sponsoring journey please dm lt,crossfit
1901,764,1095,never see someone say oh love gymnastics oh love cardio weightlifting heavy barbell like,crossfit
1902,765,911,hey new world stoked far scared losing gain year weight training advice pointer stay motivated,crossfit
1903,766,1324,saw add relentless programming seems ai type personal programming curious anyones tried thought,crossfit
1904,767,340,signed first ever open nervous hell exactly spring chicken yr old fittest ever good challenge see see improve next year prediction expect,crossfit
1905,768,1172,looking expand home gym equipment looking rowing machine recommendation sub good price kind deal thank advance,crossfit
1906,769,350,exact date game announced google box search could find anything thinking renting house hubby kid escape texas heat summer thought fun game going tia,crossfit
1907,770,164,planning hit around clock afternoon lunch need nutrient hit workout need easily digestible easy stomach negatively impact performance hit unusual time feel performance suffered nutrition challenge,crossfit
1908,771,629,updated recommended strength benchmark time someone looking progress quarterfinal eg kg kg snatch unbroken rmu k row etc every year athlete fitter stronger required progress shift forward,crossfit
1909,772,56,read lot good thing regarding gain lab year engine went ahead purchase first month looking extra work engine addition regular programming first month workout honest basic saying expected anything fancy thought read somewhere gave thorough instruction workout literally say work race pace rds work consistency rest rd work endurance pace sure expecting guess wish direction seems random interval chosen speak modality use rant looking opinion,crossfit
1910,773,1195,looking advice certified coach l looking change career coach potential affiliate owner future preferred option made year old sport fitness life began march year search something new exciting fitness found hit hard progressed quickly even already participated first competition clear lot daily workout people person community relationship made coach member gym couple main motivator affiliate host cf l seminar year speaking coach able comp spot gym member charge aware interested considering spot upcoming seminar said meantime considering getting nasm cpt certification potentially becoming personal trainer commercial gym online thought started career fitness industry gain knowledge nasm course may provide research see gym coaching job part time could commercial gym training time coach began cpt cert could provide insight advice cert worth info translate idea coaching personal training good bad totally new space idea begun research thought appreciated,crossfit
1911,774,786,theragun gotten pretty loud found quietforce oil much prefer pick something walmart kroger curious know something use,crossfit
1912,775,906,take time mainly working strength hwpo program good sure best obviously strong best pure strength olympic lift lift much pure strength could flagship skip conditioning seems lot high rep low weight beginning recommendation,crossfit
1913,776,520,looking marker healthy range published regarding sickness wellness fitness continuum help measurement uk unit blood result unit use amp x b looked around figure conversion chart anywhere,crossfit
1914,777,1058,begin pull deadlift clean shoulder retracted back letting relax forward noticed mid lower trap pretty weak deadlifting shoulder roll forward issue addressed,crossfit
1915,778,710,wife went past weekend unreal time pro vip ticket awesome sprung vip ticket reserved seating right front action thankfully family area instead spending money accommodation spent ticket ton opportunity run chat athlete travis mayer jason khalipa highlight awesome fun chat programming made event fun watch liftoff super fun watch mix heavy barbell gymnastics right behind double shot splash unreal ricky roman coming wire community awesome chatted ton people great conversation event waiting line etc con venue almost small ton people trying limited seating vip ticket post venue commit hour elite event parking truck good luck finding anything fit overall ton fun start saving come back couple year,crossfit
1916,779,441,upcoming sat competition particular workout go emom min odd min max cal echo bike even min max rep toe bar cal count rep fair amount suck echo bike cal sec max could appreciate advice,crossfit
1917,780,564,possibility buy rad trainer eu especially germany pay import duty,crossfit
1918,781,357,day week since day helped strength continues scare,crossfit
1919,782,22,year definitely push morning whole different story awful hoping either sudden saw breakfast ran bathroom something wod heavy snatch double unders else find workout amazingly painful,crossfit
1920,783,743,total noob decided try first lesson yesterday people super nice trainer gave great pointer however circuit part lesson dying dissapointment could finish way case mind matter matter better next time going actually finish guy power till end please share experience tip lot lt,crossfit
1921,784,38,first open super fun ride late male month took time reflect may first open done open many time forget first reflection first timer scaled rep realize supposed back rowing doh rx rep scaled rep emotion humbling humbled minute workout winded thought prepared fun exciting thoroughly enjoyed friday night light hearing workout announced day nerve wracking ensuring followed rule tee strategy workout exhausted challenged hard pushed winded throughout takeaway much fluid barbell movement showcase long journey learning another level grit access weekly class focus lt min out session super fun break normal programming gave excuse meet new folk imagine hard excellent gauge actual ability provided solid benchmark following year even though activity different huge difference scaled rx workout ex plethora youtube video strategy going workout neat chat workout friend country boosted revitalized love appreciation sub super fun follow read along amp x b next year,crossfit
1922,785,985,wanting since getting job wild land fire nearest box hour away gym membership winter staffed gym train lift correctly,crossfit
1923,786,897,oldest athlete professional athlete friend friend friend etc,crossfit
1924,787,1329,polar h aware unneeded supreme fitness data enough amazon gift card free question log session assault bike video use full session data question may answered soon legit used yet,crossfit
1925,788,452,hey used cf year ago enjoyed loved community fit fitness goal time powerlifting eventually running particularly trail running mostly lift stay injury free cf maybe twice week training focus sport specific running strength training non cf day even worthwhile twice week plan x week actively training race mpw right trying ramp peak around mpw already big time commitment requires lot recovery fwiw care particularly good increase general fitness meet people,crossfit
1926,789,1003,idea thing saw actress movie upcoming episode podcast kettlebells amp cocktail,crossfit
1927,790,590,started around four month ago signed full year love much always self conscious enough hear member talking supplement protein pre workout extreme dieting supplement eat fruit salad chicken nut everyday eat mostly vegetarian aside chicken salad wife vegetarian cook two meal mostly avoid processed fatty food reference slightly overweight per outdated bmi metric feel ton weight lose eating clean getting better every week improved form cardio feeling much stronger guess community obsession supplement protein getting head bit questioning diet,crossfit
1928,791,822,often think stuff wonder else walking stair wod use wodify great way communicate workout,crossfit
1929,792,1159,thinking burpee challenge december recording benchmark mac lift kid,crossfit
1930,793,270,acceptable post link gofundme page someone close family tie alaska much snow year unfortunately worst result roof collapsing box minute friday night light imagine tcf family feeling right sure devastating,crossfit
1931,794,850,particularly difficult wod push little much time within min finishing develop cold flu symptom mainly runny nose congestion fatigue point need lie nap usually last hour illness anything fine beforehand always feel coming happens almost immediately happened alleviate symptom try taking cold flu tablet antihistamine seem work half time,crossfit
1932,795,540,european country club talking quite bit moving away australian technique long pause finish towards stroke quick turn around back slower slide recovery argument australian stroke work catch razor sharp win millisecond lose second therefore starting rower say better learn stroke quick turn around allowing slower slide recovery slow boat much shoving importantly allows reach higher rate easier last argument applies extra lightweight thought rower start approaching international level becoming eligeble national rowing federation start changing fit criterion guy think,crossfit
1933,796,169,market mortgage choosing right broker critical decision mortgage broker lendinghub ca provide valuable service homebuyers connecting lender helping secure best possible mortgage rate term five thing consider choosing mortgage broker experience reputation important factor consider choosing mortgage broker level experience reputation industry broker lendinghub ca proven track record success positive review past client range service another important consideration range service offered mortgage broker broker may specialize certain type mortgage first time homebuyer loan investment property financing others may offer broader range option broker lendinghub ca provide wide range mortgage product service suit unique need fee commission structure mortgage broker typically charge fee commission service make sure understand broker fee structure upfront including fee charge may associated service broker lendinghub ca transparent fee offer competitive rate communication customer service mortgage process complex important choose broker communicates clearly provides exceptional customer service broker lendinghub ca responsive inquiry provides regular update throughout mortgage process compliance regulation finally make sure mortgage broker choose compliant relevant regulation guideline broker lendinghub ca licensed registered industry association governing body canadian mortgage broker association conclusion choosing right mortgage broker important decision impact homebuying journey considering five factor make informed decision choose broker lendinghub ca provide expertise guidance need secure best possible mortgage rate term,crossfit
1934,797,1048,hello year couple year ago noticed ocular migraine hour wod start unable read anything followed blurry line vision subside terrible headache feeling extremely drained happened couple time month recently happening often time last week trying stay hydrated eat enough workout might trigger still seem happen else experienced prevent,crossfit
1935,798,928,year unfortunately see pull ups progressing start training separately able perform strict pull approach participate regular wods three four time week,crossfit
1936,799,680,little background seriously two year focused performance eye individual competition training programming deca comp mayhem underdog torn mayhem underdog master track programming feel current programming mayhem master become questionable may little commercial taste gave underdog try trail enjoyed worried may lose progress programming provides little le mayhem track love individual programming budget moment fair master athlete follow mayhem many underdog banner interested community think switched mayhem advocate underdog,crossfit
1937,800,744,concise data understand need athlete certain level strength seems lot information online elite level strength following tier level seem le prevalent muscle endurance number cardio number use ab metric cardio seen elite level follow following parameter,crossfit
1938,801,624,full shoulder replacement surgery week wondering much pain discomfort expect first two week recovery experience,crossfit
1939,802,1414,wondering used bike looking airbike home xterra near sold worth buy assault bike echo bike,crossfit
1940,803,20,point pull bar screw wall arm support bar longer inch wall either triangle configuration,crossfit
1941,804,140,hello looking recs gym area live northgate shoreline mind drive good place usually commute ballard la fitness anyways looking gym strength focus program lift normally looking something dynamic improve cardio overall functional strength might disrespect gym box love somewhere feel much cult vibe typically workout call day,crossfit
1942,805,1010,item gym bag recommend grip recommendation knee sleeve people keep asking idea lovely folk providing inspiration,crossfit
1943,806,1067,promoção compre leve por apenas r zap emagrezip nosso site emagrecer secarbarriga,crossfit
1944,807,1454,moan drop box membership save cash enough kit bar bell ball pull bar plyo box rower skill pull ups double unders challenging gymnastic movement pretty solid oly lifting general strength stuff competition except think miss never fast fit one sure tried online programming need told need competitive push work harder working alone longer ever top leaderboard anything moan drama garage,crossfit
1945,808,209,thought idea suddenly realize see single block person cf place neither tv box commercial nope single sight sound racist person met see black person cf,crossfit
1946,809,1084,looking new jump rope dub strength looking good rope recently moved accidentally left old rope behind crying_face rogue spealer handle uncoated wire rope might buy exact unless something better tell favorite rope,crossfit
1947,810,1448,month cf loving apart burpees try breaking squat gt plank gt push gt plank gt squat gt jump find struggle jump kick back squat position plank push phase suggestion matter practice make perfect along mobility weight loss making easier,crossfit
1948,811,661,come post completed first master open work felt might vomit die loved started april last year turn next month coach asked wanted try master league open apprehensive since new quite competitive thought might well challenge definitely pushed harder regular class work nice little cheer squad great tip coach highly recommend fence joining comp,crossfit
1949,812,198,hey recommendation home programming however involve lift clean jerk snatch trained lift position training moment fully equipped gym rack barbell dumbbell slam ball wall ball sled kettlebells weight vest band fine variation squat ohp bench dead etc streetparking considering combining greyskull lift per day strength work still make progress option found johnnie wod sub clean week however sold strength component consistent recommendation welcome thankyou,crossfit
1950,813,337,toe bar technique form check online qualifying event min amrap b deadlift snatch minute min rm c amp j anyways yesterday went terribly since basically strict b today back drawing board better de b,crossfit
1951,814,547,hey feel sorta dumb posting started working gym neighborhood year half ago loved coach time awesome supportive focused form felt part athletic community first time life near recently new coach jiving seems super friendly chatty folk mostly cold toward seems give lot feedback athlete given piece feedback month since started day even neglected write name board silly care suck think twice going work see coaching mostly coach time convenient give time make effort connect outgoing person pretty friendly guy better form advice ters,crossfit
1952,815,1389,hello amp x b year started following misfit athletics wod plan increased able afford since live latam make much monthly thinking changing since feel become little bit repetitive boring spending sometimes mnts exercise cheaper alternative online training looking spend hour gym possible misfit need wod use weakness template anything amp x b,crossfit
1953,816,1245,last week emailed box owner let cancelling membership year gym put price unable afford due everything expensive moment paid fee lockdown stayed loyal gym lot member cancelled service reduced dramatically best part month sent quite heartfelt email thanked everything contributed helping stay fit service provided member asking much reply feel loyalty showed year mean absolutely nothing owner,crossfit
1954,817,1230,minute amrap clean jerk bar muscle ups power snatch bike movement save light_skin_tone,crossfit
1955,818,570,anything weightlifting bodybuilder follow instagram posted picture mocking guy picture,crossfit
1956,819,1166,shoe recommendation asked lot could please advice old runner need replacement mainly use running metcons odd run metcon lifting etc find great run recommendation advance,crossfit
1957,820,527,used age ago loved particularly fit strong loved adaptable accepting community stop box far house opposite side city job changed company year month postpartum ready back saddle recommend good online programme moving heard good thing streetparking else,crossfit
1958,821,173,month never attempted max thruster thing recorded x sept max deadlift front squat push press concern front rack mobility overhead struggle push press cycle able maintain solid grip bar front squat bare rolled back finger thinking starting adding side truly idea,crossfit
1959,822,19,several week finally point inflamation basically non existent able start ramping weight today crushed tennis elbow,crossfit
1960,823,1169,alright knee pain quite time started lifting journey almost year ago started issue knee anything unfortunately keep somewhat active walking work standing work worse going month necessarily hurt bend feel nothing either make loud cracking noise crunch brace take pressure knee help lot stop knee hurting still bother research found muscle tightness leg knee pain recently started stretch using foam roller using massage gun thigh done month quad help lot take pain away long time lifted since pain started concern need surgery knee need time heal since able give rest long time due work start fitness journey right idea way knee leg knee dominant side totally fine issue,crossfit
1961,824,600,feeling pretty great month consistent lifting deadlift squat clean unbroken dub almost first ring muscle hsw week getting ready open let u fun sport,crossfit
1962,825,715,attend game hard time understanding ticket available sale made available purchase game website,crossfit
1963,826,1241,tried several thing year gowod romwod hot yoga chiropractor continue difficulty flexibility considering gowod potentially asking percussion massage gun worth time week play soccer run recommendation greatly appreciated,crossfit
