,id,Tranc_YearMonth,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,mid_storey,lower,upper,mid,full_flat_type,address,floor_area_sqft,hdb_age,max_floor_lvl,year_completed,residential,commercial,market_hawker,multistorey_carpark,precinct_pavilion,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,postal,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_food_stalls,hawker_market_stalls,mrt_nearest_distance,mrt_name,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_name,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,vacancy,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,affiliation,sec_sch_latitude,sec_sch_longitude
110781,165559,2020-10,QUEENSTOWN,5 ROOM,13,DOVER CL EAST,19 TO 21,117.0,Standard,1978,800000.0,2020,10,20,19,21,20,5 ROOM Standard,"13, DOVER CL EAST",1259.388,43,25,1977,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,130013,1.305370112,103.7860795,Queenstown,263.4802735,2.0,2.0,3.0,675.6164146,,2.0,7.0,72,158,547.880948554122,Buona Vista,0,1,1.307197257,103.7906566,239.8598197829562,Aft Anglo-Chinese JC,1.30418279677397,103.78788091438992,510.1389311910275,Fairfield Methodist School,32,1,1.300798691,103.7856922,428.1300378518611,Fairfield Methodist School,241,0,1.301920884,103.7843681
110787,124429,2015-11,QUEENSTOWN,4 ROOM,28,GHIM MOH LINK,37 TO 39,92.0,Model A,2013,789000.0,2015,11,38,37,39,38,4 ROOM Model A,"28, GHIM MOH LINK",990.288,8,40,2011,Y,N,N,N,N,308,0,0,0,233,75,0,0,0,0,0,0,0,270028,1.308841766,103.7849288,Queenstown,440.2320932,1.0,2.0,3.0,447.489185,1.0,2.0,7.0,72,158,662.473646493083,Buona Vista,0,1,1.307197257,103.7906566,87.53205333801188,Blk 27,1.30807305598128,103.78475916699465,880.3170621907242,Henry Park Primary School,32,0,1.316725811,103.7842083,772.0870715706016,Fairfield Methodist School,241,0,1.301920884,103.7843681
110802,99948,2015-05,BISHAN,4 ROOM,291,BISHAN ST 24,28 TO 30,122.0,Premium Apartment,1998,792800.0,2015,5,29,28,30,29,4 ROOM Premium Apartment,"291, BISHAN ST 24",1313.208,23,30,1996,Y,N,N,N,N,157,0,0,0,65,92,0,0,0,0,0,0,0,570291,1.35591015,103.8451584,Bishan,731.5016381,,1.0,4.0,978.7570254,,1.0,9.0,32,86,688.2448887556318,Bishan,1,1,1.350579599,103.848305,237.35840078036213,Opp Bishan Nth Shop Mall,1.3580447373693298,103.8451693388076,127.14863856901452,Catholic High School,20,1,1.3547888769999998,103.8449341,127.14863856901452,Catholic High School,253,1,1.3547888769999998,103.8449341
110818,60407,2016-09,PUNGGOL,5 ROOM,305D,PUNGGOL DR,16 TO 18,147.0,Premium Apartment Loft,2012,780000.0,2016,9,17,16,18,17,5 ROOM Premium Apartment Loft,"305D, PUNGGOL DR",1582.308,9,16,2010,Y,N,N,N,N,108,0,0,14,92,2,0,0,0,0,0,0,0,824305,1.405832084,103.906791,Punggol,510.9155254,,2.0,4.0,4325.635485,,,,40,0,467.91126314164256,Punggol,1,1,1.405156551,103.9026363,155.8976189840354,BLK 604A,1.40446781720997,103.90711426733178,165.68435248270777,Punggol View Primary School,60,0,1.4053333140000002,103.9053865,486.6045323692214,Punggol Secondary School,194,0,1.402126295,103.9091193
110823,170874,2015-12,BISHAN,5 ROOM,117,BISHAN ST 12,16 TO 18,121.0,Improved,1987,800000.0,2015,12,17,16,18,17,5 ROOM Improved,"117, BISHAN ST 12",1302.444,34,25,1986,Y,N,N,N,N,92,0,0,0,0,84,8,0,0,0,0,0,0,570117,1.347017421,103.8499867,Bishan,389.5077321,1.0,1.0,2.0,891.5286021,,2.0,9.0,80,77,437.99595512666656,Bishan,1,1,1.350579599,103.848305,71.45013533707979,Opp Guangyang Pr Sch,1.3463999649489298,103.84980877522956,133.5515791085834,Guangyang Primary School,46,0,1.346042665,103.8492848,268.0808145475631,Guangyang Secondary School,188,0,1.344673253,103.8505502
110858,115721,2017-05,BUKIT MERAH,5 ROOM,75C,REDHILL RD,01 TO 03,115.0,Improved,2007,808000.0,2017,5,2,1,3,2,5 ROOM Improved,"75C, REDHILL RD",1237.86,14,30,2005,Y,N,N,N,N,174,0,0,0,116,58,0,0,0,0,0,0,0,153075,1.289023143,103.816276,Bukit Merah,1187.320295,,,6.0,266.2628463,2.0,5.0,16.0,0,122,119.81993610473218,Redhill,0,0,1.289485876,103.8172494,48.58932101639954,Opp Redhill Stn,1.28928144532567,103.81662854691156,360.4571933315702,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,498.62990989918495,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
110892,178000,2019-04,BISHAN,EXECUTIVE,231,BISHAN ST 23,10 TO 12,146.0,Maisonette,1992,925000.0,2019,4,11,10,12,11,EXECUTIVE Maisonette,"231, BISHAN ST 23",1571.544,29,19,1990,Y,Y,N,N,N,94,0,0,0,0,0,94,0,0,0,0,0,0,571231,1.357468051,103.8464327,Bishan,836.7774386,,1.0,4.0,770.2523772,,1.0,8.0,32,86,793.7349091865854,Bishan,1,1,1.350579599,103.848305,154.38695958354592,Opp Bishan Nth Shop Mall,1.3580447373693298,103.8451693388076,341.32527300701577,Catholic High School,20,1,1.3547888769999998,103.8449341,341.32527300701577,Catholic High School,253,1,1.3547888769999998,103.8449341
110930,93435,2012-10,BUKIT MERAH,5 ROOM,63A,LENGKOK BAHRU,22 TO 24,121.0,Improved,2001,852000.0,2012,10,23,22,24,23,5 ROOM Improved,"63A, LENGKOK BAHRU",1302.444,20,30,2000,Y,Y,N,N,N,118,0,0,0,34,84,0,0,0,0,0,0,0,151063,1.289651,103.8153995,Bukit Merah,1092.606925,,,6.0,385.207049,2.0,5.0,15.0,0,122,206.4654352937256,Redhill,0,0,1.289485876,103.8172494,85.80166747579564,Blk 63B,1.2889706156154,103.81503540991775,411.373742106973,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,476.2801664525306,Crescent Girls' School,241,0,1.293305114,103.8176348
110948,70626,2016-02,CENTRAL AREA,4 ROOM,1F,CANTONMENT RD,16 TO 18,93.0,Type S1,2011,850000.0,2016,2,17,16,18,17,4 ROOM Type S1,"1F, CANTONMENT RD",1001.052,10,50,2009,Y,N,N,N,N,264,0,0,0,176,88,0,0,0,0,0,0,0,85601,1.275986995,103.8411918,Outram,297.0649371,1.0,3.0,11.0,239.5553304,1.0,5.0,11.0,52,108,633.6962186832711,Tanjong Pagar,0,0,1.276060998,103.8468917,50.804653497215135,Opp Maritime Hse,1.27553472200739,103.84112694400494,150.90223701635645,Cantonment Primary School,58,0,1.275505441,103.8399227,1243.8328915660134,Outram Secondary School,188,0,1.286387486,103.8370728
110954,61407,2018-07,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,40 TO 42,91.0,DBSS,2012,888000.0,2018,7,41,40,42,41,4 ROOM DBSS,"138B, LOR 1A TOA PAYOH",979.524,9,40,2012,Y,N,N,N,N,237,0,0,19,60,158,0,0,0,0,0,0,0,312138,1.336264089,103.8456262,Toa Payoh,478.7776059,1.0,1.0,6.0,229.4794527,1.0,4.0,9.0,40,108,491.1662434425322,Toa Payoh,1,0,1.332376442,103.8477238,52.01721732788207,Blk 138B,1.33636138602833,103.84608389640736,269.2436990469225,Kheng Cheng School,75,0,1.337407636,103.8477611,532.1092198110593,CHIJ Secondary,243,0,1.33246213,103.8427194
110958,92855,2018-02,BEDOK,5 ROOM,219B,BEDOK CTRL,10 TO 12,112.0,Improved,2010,845000.0,2018,2,11,10,12,11,5 ROOM Improved,"219B, BEDOK CTRL",1205.568,11,17,2008,Y,N,N,N,N,97,0,0,0,66,31,0,0,0,0,0,0,0,462219,1.325423655,103.9335591,Bedok,147.7920615,4.0,4.0,5.0,189.8358276,2.0,6.0,8.0,82,114,531.0456683618884,Bedok,1,0,1.323568636,103.9291571,149.64742863206234,Blk 221A,1.3246905167586,103.93468799273931,491.6501613681037,Bedok Green Primary School,74,0,1.323996276,103.937745,806.6105561329188,Temasek Junior College,249,1,1.318461906,103.935598
110966,122335,2019-11,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,10 TO 12,111.0,Improved,2003,820000.0,2019,11,11,10,12,11,5 ROOM Improved,"700C, ANG MO KIO AVE 6",1194.804,18,25,2000,Y,N,N,N,N,120,0,0,0,24,96,0,0,0,0,0,0,0,563700,1.369441594,103.8464882,Ang Mo Kio,221.5163773,2.0,2.0,2.0,287.3233507,1.0,6.0,10.0,45,78,383.6104640095802,Ang Mo Kio,1,0,1.369464707,103.849939,48.31322950430425,Blk 700B,1.36913518643274,103.84618005827468,651.4623651588063,Jing Shan Primary School,36,0,1.371892676,103.8518111,490.3122602479992,Ang Mo Kio Secondary School,224,0,1.367359004,103.8426004
111003,176257,2018-05,BEDOK,EXECUTIVE,160,BEDOK STH AVE 3,10 TO 12,152.0,Maisonette,1986,808000.0,2018,5,11,10,12,11,EXECUTIVE Maisonette,"160, BEDOK STH AVE 3",1636.128,35,13,1985,Y,N,N,N,N,72,0,0,0,0,0,72,0,0,0,0,0,0,460160,1.31925983,103.9452029,Bedok,1388.405712,,,5.0,861.4132395,,1.0,7.0,48,147,848.1941379115785,Tanah Merah,0,1,1.3268651000000002,103.9457914,117.07426838644984,Blk 172,1.31992811557233,103.94438908816848,180.13719140216827,Temasek Primary School,20,0,1.317716389,103.9456952,444.1052068470297,Temasek Secondary School,231,0,1.315770985,103.9471475
111079,175590,2021-02,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,10 TO 12,146.0,Maisonette,1988,1128000.0,2021,2,11,10,12,11,EXECUTIVE Maisonette,"3, TOH YI DR",1571.544,33,15,1987,Y,N,N,N,N,64,0,0,0,0,0,64,0,0,0,0,0,0,590003,1.338774304,103.7752542,Bukit Timah,353.1293332,3.0,3.0,3.0,113.9943363,1.0,1.0,1.0,84,95,314.7034166814258,Beauty World,1,0,1.341597171,103.7754578,146.76344663086545,Beauty World Stn Exit C,1.34009254981171,103.77531978477352,124.13080376568604,Pei Hwa Presbyterian Primary School,20,0,1.338055078,103.7761082,1115.6469793293215,Methodist Girls' School,260,1,1.33286306,103.7833634
111096,13680,2019-04,QUEENSTOWN,4 ROOM,61B,STRATHMORE AVE,13 TO 15,98.0,Model A,2011,785000.0,2019,4,14,13,15,14,4 ROOM Model A,"61B, STRATHMORE AVE",1054.8719999999998,10,30,2010,Y,N,N,N,N,162,0,0,52,110,0,0,0,0,0,0,0,0,143061,1.29375108,103.8119567,Queenstown,884.8018729,,1.0,5.0,855.2228366,,2.0,11.0,96,48,644.6261779276352,Queenstown,0,0,1.294250313,103.8061795,166.6849357984843,Aft Dawson Rd,1.29233498466278,103.81146486767658,514.8554893400725,Queenstown Primary School,60,0,1.295988446,103.8079019,137.636999590537,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
111143,76375,2019-06,TOA PAYOH,4 ROOM,152,LOR 2 TOA PAYOH,31 TO 33,91.0,Model A,2006,785000.0,2019,6,32,31,33,32,4 ROOM Model A,"152, LOR 2 TOA PAYOH",979.524,15,40,2005,Y,N,N,N,N,229,0,0,0,156,73,0,0,0,0,0,0,0,310152,1.334167085,103.8458911,Toa Payoh,255.5888049,1.0,3.0,7.0,458.2817293,1.0,4.0,8.0,40,108,284.87118543803075,Toa Payoh,1,0,1.332376442,103.8477238,143.25530216987423,Opp Toa Payoh Stn,1.33306633976898,103.84656071660623,415.9964110170831,Kheng Cheng School,75,0,1.337407636,103.8477611,400.3188138163534,CHIJ Secondary,243,0,1.33246213,103.8427194
111234,173381,2014-08,BUKIT MERAH,5 ROOM,87,ZION RD,22 TO 24,114.0,Improved,1974,880000.0,2014,8,23,22,24,23,5 ROOM Improved,"87, ZION RD",1227.096,47,25,1974,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,160087,1.290659806,103.8326083,Bukit Merah,286.097617,1.0,2.0,30.0,244.1937191,2.0,5.0,15.0,32,0,827.9073172794451,Tiong Bahru,0,0,1.285764585,103.8269968,93.14926382868916,Opp Harvest Mansions,1.2905213784016398,103.83178189529583,545.2239775386126,River Valley Primary School,33,0,1.294183475,103.8360189,687.0226891743938,Outram Secondary School,188,0,1.286387486,103.8370728
111334,183201,2012-06,SERANGOON,EXECUTIVE,234A,SERANGOON AVE 2,16 TO 18,140.0,Apartment,1998,811000.0,2012,6,17,16,18,17,EXECUTIVE Apartment,"234A, SERANGOON AVE 2",1506.9599999999998,23,16,1997,Y,N,N,N,N,90,0,0,0,0,0,90,0,0,0,0,0,0,551234,1.354295429,103.8691696,Serangoon,499.970482,1.0,1.0,4.0,1050.826883,,,4.0,46,36,566.5548175965648,Serangoon,1,1,1.350824736,103.8729009,119.96853520354094,Blk 233,1.35535475300084,103.86896493522666,598.69654097926,Yangzheng Primary School,44,0,1.348972024,103.8683625,572.705109809051,Peicai Secondary School,188,0,1.359273249,103.8704923
111392,179128,2018-02,BISHAN,EXECUTIVE,261,BISHAN ST 22,04 TO 06,148.0,Maisonette,1992,900000.0,2018,2,5,4,6,5,EXECUTIVE Maisonette,"261, BISHAN ST 22",1593.072,29,11,1991,Y,Y,N,N,N,85,0,0,0,0,0,85,0,0,0,0,0,0,570261,1.358986893,103.8433244,Bishan,1128.191673,,,4.0,798.4644737,,3.0,9.0,32,86,1086.500768797939,Bishan,1,1,1.350579599,103.848305,118.55491301904024,Blk 257,1.3599433334104498,103.84379568310378,499.920067003046,Catholic High School,20,1,1.3547888769999998,103.8449341,397.41848530509634,Whitley Secondary School,188,0,1.355494624,103.8425639
111394,173337,2014-01,BUKIT MERAH,5 ROOM,8,KIM TIAN PL,10 TO 12,131.0,Model A,1984,868000.0,2014,1,11,10,12,11,5 ROOM Model A,"8, KIM TIAN PL",1410.0839999999998,37,25,1983,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,163008,1.283029656,103.8272367,Bukit Merah,380.6481706,1.0,1.0,4.0,351.9752278,1.0,5.0,16.0,28,96,305.27735777310147,Tiong Bahru,0,0,1.285764585,103.8269968,168.10658089160574,Blk 121,1.28231999999009,103.8285719444802,203.1911257324712,Zhangde Primary School,62,0,1.28449822,103.826149,776.4911157549996,Gan Eng Seng School,223,0,1.289071145,103.8237337
111434,55540,2016-09,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,34 TO 36,107.0,DBSS,2011,945000.0,2016,9,35,34,36,35,5 ROOM DBSS,"9, BOON KENG RD",1151.7479999999998,10,40,2011,Y,N,N,N,N,238,0,0,24,56,158,0,0,0,0,0,0,0,330009,1.316051181,103.8612187,Kallang,706.8986072,,4.0,15.0,413.3575132,1.0,1.0,11.0,88,105,214.85454734066397,Boon Keng,0,0,1.317911495,103.8606963,85.59824415233221,Bef Lavender St,1.315304,103.861404,741.7981176239236,Hong Wen School,48,0,1.321689285,103.8576518,952.221477004824,Bendemeer Secondary School,188,0,1.324611113,103.8609703
111439,124141,2013-11,KALLANG/WHAMPOA,5 ROOM,2A,UPP BOON KENG RD,25 TO 27,110.0,Improved,2006,888000.0,2013,11,26,25,27,26,5 ROOM Improved,"2A, UPP BOON KENG RD",1184.04,15,27,2006,Y,N,N,N,N,182,0,0,0,132,50,0,0,0,0,0,0,0,381002,1.313738441,103.8719033,Kallang,974.2211597,,1.0,9.0,151.4721592,1.0,3.0,12.0,84,60,245.15465534038515,Kallang,0,0,1.311540483,103.8717306,76.02743808291422,Opp Kallang Stn/Blk 2C,1.31324473748019,103.871430158598,1190.6036453301492,Bendemeer Primary School,56,0,1.322208475,103.8653513,1256.452449168403,Geylang Methodist School,224,0,1.317658971,103.8825037
111469,74063,2020-01,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,37 TO 39,90.0,Model A,2008,828000.0,2020,1,38,37,39,38,4 ROOM Model A,"91, TANGLIN HALT RD",968.76,13,40,2007,Y,N,N,N,N,331,0,3,0,254,39,0,0,35,0,0,0,0,142091,1.300727923,103.7994173,Queenstown,1252.549574,,,6.0,193.4059415,2.0,4.0,10.0,28,89,167.06930385741018,Commonwealth,0,0,1.302083048,103.7987682,193.47564608976813,C'Wealth Stn Exit A/D,1.30213305598263,103.7983908330214,118.70485760270138,New Town Primary School,82,0,1.299811388,103.7999648,257.9186630937637,Queensway Secondary School,214,0,1.300475167,103.8017236
111474,146854,2019-10,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,10 TO 12,117.0,DBSS,2011,870000.0,2019,10,11,10,12,11,5 ROOM DBSS,"588C, ANG MO KIO ST 52",1259.388,10,30,2011,Y,N,N,N,N,145,0,0,0,30,115,0,0,0,0,0,0,0,563588,1.37183157,103.853671,Ang Mo Kio,637.9047137,,2.0,3.0,129.9264247,2.0,3.0,11.0,50,100,491.29909414162256,Ang Mo Kio,1,0,1.369464707,103.849939,84.9255146474926,Blk 527,1.37235305596731,103.8542291670297,206.8637848321083,Jing Shan Primary School,36,0,1.371892676,103.8518111,365.9357538482285,Anderson Secondary School,245,0,1.374242189,103.85143
111506,96005,2018-08,KALLANG/WHAMPOA,5 ROOM,816,JELLICOE RD,04 TO 06,110.0,Improved,2003,815000.0,2018,8,5,4,6,5,5 ROOM Improved,"816, JELLICOE RD",1184.04,18,30,2001,Y,N,N,N,N,125,0,0,0,29,96,0,0,0,0,0,0,0,200816,1.306952737,103.8612444,Kallang,443.017014,1.0,7.0,22.0,315.8380633,2.0,3.0,11.0,37,82,201.4012281131654,Lavender,0,0,1.307169461,103.8630431,107.01203608902864,Lavender Stn Exit B,1.3070916463394,103.86219695240972,533.4418928154665,Stamford Primary School,62,0,1.304091083,103.857393,1823.2325691215076,Raffles Girls' School,260,1,1.295013834,103.8500025
111518,86433,2017-06,BUKIT MERAH,4 ROOM,75B,REDHILL RD,22 TO 24,100.0,Model A,2005,805000.0,2017,6,23,22,24,23,4 ROOM Model A,"75B, REDHILL RD",1076.4,16,30,2005,Y,N,N,N,N,174,0,0,0,116,58,0,0,0,0,0,0,0,152075,1.288480938,103.8158788,Bukit Merah,1144.176277,,,5.0,287.3315396,2.0,5.0,16.0,0,122,188.94940504077195,Redhill,0,0,1.289485876,103.8172494,108.4211091116176,Blk 63B,1.2889706156154,103.81503540991775,289.9916850896898,Gan Eng Seng Primary School,66,0,1.285955393,103.8152282,424.5414130824773,Bukit Merah Secondary School,189,0,1.285751537,103.8132084
111538,185383,2012-07,QUEENSTOWN,EXECUTIVE,149,MEI LING ST,16 TO 18,150.0,Apartment,1995,1000000.0,2012,7,17,16,18,17,EXECUTIVE Apartment,"149, MEI LING ST",1614.6,26,16,1993,Y,N,N,N,N,68,0,0,0,0,0,68,0,0,0,0,0,0,140149,1.294799758,103.8046091,Queenstown,657.9745362,,3.0,3.0,247.0811077,1.0,4.0,10.0,47,66,184.95788768835928,Queenstown,0,0,1.294250313,103.8061795,136.38458927680875,Queenstown Stn Exit A/D,1.29463705145492,103.80582510668432,389.1817612250784,Queenstown Primary School,60,0,1.295988446,103.8079019,707.9206255063401,Queensway Secondary School,214,0,1.300475167,103.8017236
111571,170407,2016-03,BUKIT MERAH,5 ROOM,49,TELOK BLANGAH DR,13 TO 15,123.0,Standard,1976,780000.0,2016,3,14,13,15,14,5 ROOM Standard,"49, TELOK BLANGAH DR",1323.972,45,25,1976,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,100049,1.272201815,103.8110608,Bukit Merah,1096.582319,,,6.0,393.4432891,2.0,2.0,11.0,0,144,209.06241188226724,Telok Blangah,0,0,1.270734786,103.8098846,98.82157260834416,Aft Blk 48,1.27275000000424,103.81036111111034,513.1169712379991,Blangah Rise Primary School,36,0,1.276130304,103.8086392,1324.5488342120566,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
111667,181666,2016-01,SERANGOON,EXECUTIVE,232A,SERANGOON AVE 2,07 TO 09,141.0,Apartment,1998,825000.0,2016,1,8,7,9,8,EXECUTIVE Apartment,"232A, SERANGOON AVE 2",1517.724,23,16,1997,Y,N,N,N,N,90,0,0,0,0,0,90,0,0,0,0,0,0,551232,1.354254191,103.868543,Serangoon,541.2822272,,1.0,4.0,1041.384452,,,3.0,46,36,616.5242086522459,Serangoon,1,1,1.350824736,103.8729009,85.57352516164883,Blk 238,1.35355301663986,103.86822572103658,587.6928048632111,Yangzheng Primary School,44,0,1.348972024,103.8683625,590.1933570455433,Zhonghua Secondary School,234,0,1.349097361,103.8698
111672,86529,2013-08,BUKIT MERAH,5 ROOM,25B,JLN MEMBINA,10 TO 12,110.0,Improved,2009,840000.0,2013,8,11,10,12,11,5 ROOM Improved,"25B, JLN MEMBINA",1184.04,12,27,2007,Y,N,N,N,N,236,0,0,0,196,40,0,0,0,0,0,0,0,164025,1.28362147,103.825391,Bukit Merah,371.4547307,1.0,1.0,3.0,380.6453889,2.0,8.0,15.0,84,167,297.75002030722135,Tiong Bahru,0,0,1.285764585,103.8269968,56.56859936015454,Blk 25B,1.28373603376667,103.82489520929732,128.859810041191,Zhangde Primary School,62,0,1.28449822,103.826149,633.3643567449333,Gan Eng Seng School,223,0,1.289071145,103.8237337
111685,171085,2018-04,MARINE PARADE,5 ROOM,14,MARINE TER,07 TO 09,121.0,Standard,1975,838000.0,2018,4,8,7,9,8,5 ROOM Standard,"14, MARINE TER",1302.444,46,25,1974,Y,N,N,N,N,96,0,0,0,0,96,0,0,0,0,0,0,0,440014,1.303476179,103.9154117,Marine Parade,1158.082221,,,5.0,261.4125856,1.0,1.0,3.0,24,87,1960.0942263077925,Kembangan,0,0,1.320929673,103.91294,138.26099090820588,Opp CP C3,1.30244833118536,103.91471180502236,347.2073189771281,Ngee Ann Primary School,65,1,1.305540153,103.9177554,433.87943799188565,CHIJ Katong Convent,225,0,1.306597224,103.9177542
111700,184876,2016-10,TOA PAYOH,EXECUTIVE,133,POTONG PASIR AVE 1,01 TO 03,151.0,Maisonette,1984,900000.0,2016,10,2,1,3,2,EXECUTIVE Maisonette,"133, POTONG PASIR AVE 1",1625.3639999999998,37,4,1983,Y,N,N,N,N,12,0,0,0,0,0,12,0,0,0,0,0,0,350133,1.33431719,103.8658795,Toa Payoh,413.3141814,1.0,1.0,2.0,987.0288922,,1.0,9.0,61,59,381.8286850650421,Potong Pasir,0,0,1.332813366,103.86896740000002,129.99777727436825,Blk 122,1.33521166697553,103.86663249997784,336.1072447136976,Saint Andrew's Junior School,50,1,1.331389131,103.86512890000002,370.0102575322625,Saint Andrew's Secondary School,234,0,1.330990274,103.8659461
111749,179987,2020-12,JURONG EAST,EXECUTIVE,285A,TOH GUAN RD,10 TO 12,144.0,Apartment,1998,820000.0,2020,12,11,10,12,11,EXECUTIVE Apartment,"285A, TOH GUAN RD",1550.0159999999998,23,21,1997,Y,N,N,N,N,113,0,0,0,0,2,111,0,0,0,0,0,0,601285,1.338538229,103.7462234,Jurong East,600.5374876,,4.0,5.0,1093.447936,,,2.0,60,87,703.8110651654132,Jurong East,1,1,1.333576523,103.7422924,56.82310404564921,Blk 286A,1.33901303401774,103.7460343930108,769.8740482257867,Yuhua Primary School,65,0,1.3429198180000002,103.7408611,1044.6333049675156,Bukit View Secondary School,205,0,1.3457231509999998,103.7522778
111778,100314,2020-09,BUKIT MERAH,5 ROOM,119C,KIM TIAN RD,22 TO 24,110.0,Improved,2003,843000.0,2020,9,23,22,24,23,5 ROOM Improved,"119C, KIM TIAN RD",1184.04,18,30,2001,Y,N,N,N,N,200,0,0,0,128,72,0,0,0,0,0,0,0,163119,1.281489151,103.827672,Bukit Merah,553.8478359,,1.0,6.0,237.2898683,1.0,5.0,16.0,28,96,481.2955499824764,Tiong Bahru,0,0,1.285764585,103.8269968,136.1765531921946,Blk 121,1.28231999999009,103.8285719444802,374.9901538407949,Zhangde Primary School,62,0,1.28449822,103.826149,848.1851905627512,CHIJ Saint Theresa's Convent,235,0,1.276029248,103.8223439
111797,52646,2012-09,BUKIT MERAH,5 ROOM,12,CANTONMENT CL,22 TO 24,110.0,Improved,2003,825000.0,2012,9,23,22,24,23,5 ROOM Improved,"12, CANTONMENT CL",1184.04,18,30,2000,Y,N,N,N,N,145,0,0,29,87,29,0,0,0,0,0,0,0,80012,1.27447616,103.8400703,Bukit Merah,378.6405679,1.0,2.0,10.0,427.943097,1.0,4.0,11.0,52,108,778.5246021486881,Tanjong Pagar,0,0,1.276060998,103.8468917,117.04925336322869,Blk 16,1.27346055934188,103.84034718190608,115.62103603175444,Cantonment Primary School,58,0,1.275505441,103.8399227,1365.7534993214597,Outram Secondary School,188,0,1.286387486,103.8370728
111804,82134,2013-01,QUEENSTOWN,5 ROOM,52,STRATHMORE AVE,07 TO 09,110.0,Improved,2006,872000.0,2013,1,8,7,9,8,5 ROOM Improved,"52, STRATHMORE AVE",1184.04,15,40,2005,Y,N,N,N,N,234,0,0,0,156,78,0,0,0,0,0,0,0,141052,1.293313145,103.8082534,Queenstown,566.6384934,,3.0,3.0,588.7440098,,3.0,10.0,47,66,253.00578199385748,Queenstown,0,0,1.294250313,103.8061795,90.55056654800642,Blk 53A CP,1.2931986108138,103.80744694841285,300.0352457116272,Queenstown Primary School,60,0,1.295988446,103.8079019,547.7204046243719,Queenstown Secondary School,188,0,1.2935332940000002,103.8131755
111832,177408,2012-12,HOUGANG,EXECUTIVE,374,HOUGANG ST 31,13 TO 15,141.0,Apartment,2000,780000.0,2012,12,14,13,15,14,EXECUTIVE Apartment,"374, HOUGANG ST 31",1517.724,21,18,1998,Y,N,N,N,N,68,0,0,0,0,0,68,0,0,0,0,0,0,530374,1.36286924,103.8898284,Hougang,635.9564636,,1.0,6.0,603.5943065,,2.0,3.0,65,118,708.0301611565915,Kovan,0,0,1.35970263,103.8843026,161.68918031982554,Opp Blk 370,1.36415166798646,103.8891427848695,543.532769486023,Xinghua Primary School,63,0,1.357996547,103.8902164,663.7085012505173,Yuying Secondary School,188,0,1.356933603,103.8904576
111847,104582,2018-11,TOA PAYOH,4 ROOM,79D,TOA PAYOH CTRL,22 TO 24,91.0,Model A,2009,791000.0,2018,11,23,22,24,23,4 ROOM Model A,"79D, TOA PAYOH CTRL",979.524,12,40,2007,Y,Y,N,N,N,191,0,0,0,191,0,0,0,0,0,0,0,0,314079,1.334640844,103.8491655,Toa Payoh,357.1220742,1.0,2.0,7.0,321.9576256,3.0,6.0,8.0,10,80,298.46859316897707,Toa Payoh,1,0,1.332376442,103.8477238,56.488701739151786,Opp Blk 177,1.3343049899736998,103.84878423860208,344.99836720997894,Kheng Cheng School,75,0,1.337407636,103.8477611,756.4238235469629,CHIJ Secondary,243,0,1.33246213,103.8427194
